WardName,Wardcode,Pop2013,Aged0_15,Aged16_64,Aged65plus,PctBame,PctNotBornUK,MeanHousePrice2013,PctOpenSpace,CarsPerHH2011,AvgPubTransAccessibility11,CrimeRate1213,PopDensityKm2013,PctWithNoQual11,PctLev4Qual11,TurnoutMayoralElection12,Candidate,x,y,InnerOuter
Croydon - South Norwood,E05000164,16750,3650,11400,1700,52.3,32.1,210000,17.4899,0.7006732259999999,4.0,90.0,6979.2,15.9,35.0,33.90451664,Ken,533767.2407,169136.1993,Outer
Croydon - Thornton Heath,E05000165,16750,4200,10950,1600,67.1,37.6,215000,11.1672,0.7352001220000001,3.1,87.4,9852.9,18.7,28.3,31.58842959,Ken,532566.1594,168873.9961,Outer
Croydon - Upper Norwood,E05000166,16400,3450,11100,1900,51.3,33.9,277000,19.4537,0.9093427740000001,3.0,73.4,6307.7,16.6,35.2,33.91724555,Ken,532314.9172,170116.6083,Outer
Croydon - Waddon,E05000167,17450,3950,11600,1900,44.6,30.1,206046,32.6133,0.837883479,3.6,82.7,4847.2,19.1,30.1,28.49083216,Ken,531575.613,164132.8831,Outer
Croydon - West Thornton,E05000168,17850,4400,11750,1700,76.5,46.5,217000,17.6765,0.826620825,3.1,115.6,8925.0,17.9,27.3,30.72947143,Ken,530967.7222,167578.2601,Outer
Croydon - Woodside,E05000169,17000,4150,11400,1450,55.1,28.4,220000,33.3028,0.7661906820000001,3.8,77.7,7727.3,17.1,29.0,30.24892879,Ken,534631.8187,167826.1169,Outer
Ealing - Acton Central,E05000170,15750,3150,11050,1550,40.0,48.3,407500,24.2473,0.723108841,3.3,96.1,8750.0,14.3,40.4,35.30550775,Boris,520091.0434,180971.8903,Outer
Ealing - Cleveland,E05000171,14850,3200,9800,1850,36.9,39.6,464975,34.8257,0.9305215259999999,2.9,58.7,6750.0,13.1,46.2,41.97281801,Boris,516459.3196,181851.4294,Outer
Ealing - Dormers Wells,E05000172,14150,3150,9300,1700,82.1,56.0,227000,47.3151,0.9669767440000001,3.3,61.4,6152.2,23.5,24.4,37.92444345,Ken,513786.2613,180932.3948,Outer
Ealing - Ealing Broadway,E05000173,14950,2200,10900,1800,30.5,44.3,447500,6.1224300000000005,0.822768435,4.7,152.8,7868.4,7.3,57.7,39.89314337,Boris,517385.5562,181148.2048,Outer
Ealing - Ealing Common,E05000174,14300,2200,10450,1700,31.5,43.1,455000,22.2037,0.8630698309999999,3.3,78.6,6809.5,10.8,52.6,37.70732258,Boris,518393.5862,180037.4872,Outer
Ealing - East Acton,E05000175,19450,3750,14050,1650,50.1,54.4,300000,19.605999999999998,0.670912951,4.2,129.9,4523.3,15.0,38.3,31.07899807,Ken,520777.8163,181730.7998,Outer
Ealing - Elthorne,E05000176,14900,3050,10300,1550,34.9,40.6,334250,34.17,0.7855724690000001,3.7,84.9,7450.0,15.1,40.6,35.80832017,Ken,515730.0079,179774.8762,Outer
Ealing - Greenford Broadway,E05000177,17800,4250,11600,1950,57.3,48.6,228500,26.246,0.924471775,3.3,102.1,7120.0,21.9,25.8,32.61889431,Ken,513625.9446,182755.0707,Outer
Ealing - Greenford Green,E05000178,14500,3100,9600,1750,49.0,50.1,283750,22.5946,1.100320384,2.7,76.0,4264.7,17.8,30.2,33.28764235,Ken,514618.7391,183895.1487,Outer
Ealing - Hanger Hill,E05000179,15800,3000,10650,2150,43.1,53.1,420000,26.6898,1.025122349,3.8,69.7,4787.9,9.2,50.8,36.13122668,Boris,518514.7937,182191.5258,Outer
Ealing - Hobbayne,E05000180,14350,3200,9450,1700,37.7,40.7,328750,36.0847,0.909400416,3.0,63.7,6522.7,18.2,33.3,40.51676745,Ken,515221.9698,181355.9699,Outer
Ealing - Lady Margaret,E05000181,14150,2750,9750,1650,83.5,55.9,258500,19.3871,1.277749748,2.9,49.7,9433.3,19.8,25.4,35.53770731,Ken,513139.1326,181717.1621,Outer
Ealing - Northfield,E05000182,13700,2650,9500,1550,23.2,36.2,570000,25.6169,0.919901065,3.4,48.4,9133.3,8.7,54.8,45.0666368,Boris,517044.0933,179072.1352,Outer
Ealing - North Greenford,E05000183,14900,3050,10050,1800,56.4,51.4,305000,53.2626,1.166940789,2.7,61.6,4656.3,16.9,30.1,33.87163135,Ken,515685.305,184825.5536,Outer
Ealing - Northolt Mandeville,E05000184,15350,3600,9950,1800,51.7,44.1,245000,34.4186,0.9474062109999999,3.2,77.9,5482.1,21.5,25.7,33.59658485,Ken,513004.5849,184544.5723,Outer
Ealing - Northolt West End,E05000185,15300,3900,9850,1550,55.1,41.5,195000,56.2993,0.905905372,2.4,83.0,4371.4,25.1,21.7,31.60638298,Ken,511474.903,183374.7599,Outer
Ealing - Norwood Green,E05000186,14250,2900,9750,1600,78.0,50.7,249999,47.6287,1.063279003,2.2,107.9,3750.0,21.8,26.7,35.64930635,Ken,513863.7873,179405.0576,Outer
Ealing - Perivale,E05000187,15550,3150,10550,1850,54.6,55.4,296000,38.2544,1.089164786,2.4,93.6,4573.5,17.4,30.8,34.29158111,Ken,516379.5964,183193.1886,Outer
Ealing - South Acton,E05000188,15650,3200,10800,1650,43.5,50.5,350000,17.4891,0.662618533,4.8,99.6,9205.9,16.2,39.4,35.48170527,Boris,519647.0805,180041.082,Outer
Ealing - Southall Broadway,E05000189,14950,3250,10150,1500,93.7,64.1,250000,14.125,0.900968188,3.4,127.3,9343.8,23.8,21.9,40.97384648,Ken,512288.16799999995,180169.59600000002,Outer
Ealing - Southall Green,E05000190,15050,3350,10400,1300,91.4,63.3,200000,16.3207,0.9113179809999999,3.1,90.5,9406.3,23.6,21.6,35.85183626,Ken,511852.5339,179129.8489,Outer
Ealing - Southfield,E05000191,13600,2500,9600,1500,20.8,36.2,620000,14.2785,0.838693383,3.5,72.9,9714.3,9.0,57.8,42.40587481,Boris,520762.7692,179336.0165,Outer
Ealing - Walpole,E05000192,13550,2550,9450,1550,27.1,38.0,475000,20.1279,0.846364133,3.7,76.9,9033.3,10.2,53.7,43.78698225,Boris,516997.4909,180007.3084,Outer
Enfield - Bowes,E05000193,14600,2600,10400,1600,38.6,47.5,281000,15.2674,0.833484656,3.9,56.7,9733.3,16.7,36.3,31.93957704,Ken,531003.049,191970.7605,Outer
Enfield - Bush Hill Park,E05000194,14300,2500,9250,2550,26.8,25.7,340000,29.5899,1.2505490479999999,2.7,49.4,5720.0,20.4,32.6,36.73447069,Boris,533077.3827,194682.2601,Outer
Enfield - Chase,E05000195,14100,3100,9050,1900,23.4,21.0,276000,81.544,1.0941489359999998,1.9,54.6,834.3,22.4,28.1,35.84372794,Boris,531307.905,199314.0569,Outer
Enfield - Cockfosters,E05000196,14250,2350,9150,2750,26.3,30.5,364950,68.7955,1.3493767980000002,2.5,46.1,1370.2,19.0,35.0,33.70873358,Boris,528062.9034,197406.9502,Outer
Enfield - Edmonton Green,E05000197,18450,5050,11800,1550,60.6,46.8,194000,33.2088,0.599362226,4.0,119.9,5951.6,30.5,19.5,34.12969283,Ken,534845.0129,192889.24,Outer
Enfield - Enfield Highway,E05000198,16450,4150,10550,1750,42.2,34.3,232000,40.5846,0.960560014,2.5,89.0,3576.1,30.1,18.6,30.01085776,Ken,536356.7022,197286.8827,Outer
Enfield - Enfield Lock,E05000199,17050,4500,11100,1400,45.1,33.8,202000,39.5651,0.9144664029999999,2.6,59.5,5166.7,26.5,23.5,29.60261296,Ken,536776.5169,198996.7764,Outer
Enfield - Grange,E05000200,13250,2300,8400,2550,19.6,22.1,342000,27.4082,1.305291207,3.0,67.9,4015.2,16.1,39.1,40.790532,Boris,532155.2671,195657.3311,Outer
Enfield - Haselbury,E05000201,16700,4100,10950,1650,54.3,46.0,228000,26.9649,0.8489592290000001,3.0,64.3,9277.8,27.2,21.4,33.33703005,Ken,533388.2458,193453.1411,Outer
Enfield - Highlands,E05000202,13500,2250,8700,2600,20.8,20.9,284000,56.5242,1.248505705,2.6,37.3,2647.1,18.7,35.1,38.36847563,Boris,530866.5302,197100.2672,Outer
Enfield - Jubilee,E05000203,14750,3550,9500,1750,50.9,40.8,230000,60.6344,0.9657431670000001,2.5,64.4,3782.1,28.5,20.9,31.05102996,Ken,535689.2975,194687.4273,Outer
Enfield - Lower Edmonton,E05000204,16900,4600,10600,1650,58.9,46.1,215000,40.6046,0.722970753,3.4,63.6,7681.8,28.5,20.0,32.99731183,Ken,535430.4670000001,193743.7357,Outer
Enfield - Palmers Green,E05000205,15700,2950,10600,2150,35.4,41.4,303500,15.4073,1.0202037640000001,2.5,78.8,8263.2,20.6,33.5,33.93494002,Ken,531671.7275,192853.8007,Outer
Enfield - Ponders End,E05000206,16700,4250,10900,1500,54.6,43.5,210000,44.5002,0.8181338029999999,3.3,85.3,4771.4,26.9,21.0,29.65431541,Ken,536178.0802,195797.6653,Outer
Enfield - Southbury,E05000207,15000,3700,9800,1500,36.2,30.2,249973,29.2596,0.913059228,3.1,98.6,5172.4,24.6,25.4,34.0303501,Ken,534235.122,196689.8609,Outer
Enfield - Southgate,E05000208,14950,2800,10000,2100,31.6,33.2,292500,27.1508,1.075647318,3.1,60.3,5537.0,16.1,41.2,33.97783808,Boris,529995.3198,194715.7687,Outer
Enfield - Southgate Green,E05000209,14400,2550,9600,2250,33.2,36.2,412000,20.6374,1.137369034,3.8,62.9,5538.5,16.3,40.0,35.84622489,Boris,529800.8243,192772.9467,Outer
Enfield - Town,E05000210,15300,3050,9850,2400,18.0,17.1,302000,16.0401,1.169730088,2.5,46.3,6954.5,17.4,33.0,39.47558584,Boris,533025.786,197340.3199,Outer
Enfield - Turkey Street,E05000211,14800,3650,9450,1750,37.9,31.0,225000,30.4687,0.9928678679999999,2.5,76.1,6434.8,30.2,17.9,29.44724855,Ken,535227.7888,199039.1923,Outer
Enfield - Upper Edmonton,E05000212,18300,4650,11950,1650,58.0,48.4,217000,17.5524,0.7616522020000001,3.3,115.3,6777.8,28.3,21.5,32.68116734,Ken,534049.5972,192029.0292,Outer
Enfield - Winchmore Hill,E05000213,13800,2550,9150,2100,23.8,27.0,400000,25.1726,1.182464012,2.7,54.7,4928.6,15.4,42.9,38.46153846,Boris,531270.6485,194066.5614,Outer
Greenwich - Abbey Wood,E05000214,15450,4100,9800,1550,46.3,32.0,190000,43.9423,0.7302146209999999,3.1,71.4,5722.2,25.3,24.2,28.95819796,Ken,546843.2734,178708.1608,Outer
Greenwich - Blackheath Westcombe,E05000215,12700,2150,8550,2000,16.9,23.0,350000,15.4575,0.826666667,3.4,63.1,6047.6,12.1,57.5,43.81242387,Boris,540155.2667,177009.3217,Outer
Greenwich - Charlton,E05000216,14100,3150,9350,1600,36.2,31.0,350000,31.5642,0.705697857,3.7,63.1,7050.0,20.8,37.2,37.02721402,Ken,541436.6186,177865.1856,Outer
Greenwich - Coldharbour and New Eltham,E05000217,12950,2300,8300,2350,18.3,15.6,256000,20.0285,1.1495652170000001,2.8,58.4,5180.0,25.4,23.4,33.824239500000004,Boris,543265.2487,172526.0076,Outer
Greenwich - Eltham North,E05000218,12450,2250,7950,2250,11.3,13.9,280000,24.6395,1.097489784,2.8,70.6,4788.5,20.0,31.8,43.39981007,Boris,543290.1691,175324.1261,Outer
Greenwich - Eltham South,E05000219,12500,2000,8450,2050,16.8,17.5,249748,54.5973,0.9755279259999999,3.2,82.6,2717.4,21.5,25.1,32.34662211,Boris,543872.5924,174008.323,Outer
Greenwich - Eltham West,E05000220,11200,2350,7450,1400,24.6,21.3,263500,30.4919,0.919811321,2.9,57.0,4666.7,30.8,21.2,27.77513856,Ken,541592.1149,175297.6876,Outer
Greenwich - Glyndon,E05000221,17750,4150,12250,1350,55.0,42.2,189000,32.5553,0.611300608,3.8,64.4,10441.2,21.4,28.6,28.08149058,Ken,544599.2711,178557.3281,Outer
Greenwich - Greenwich West,E05000222,16950,3100,12500,1350,33.3,34.8,380000,49.0006,0.570662906,4.3,112.0,6053.6,12.8,49.9,35.93527376,Ken,538424.3743,177252.3411,Outer
Greenwich - Kidbrooke with Hornfair,E05000223,14050,2850,9450,1800,33.6,27.3,241000,28.185,0.879402165,2.5,63.0,5854.2,23.7,30.8,29.24462114,Ken,541727.4744,176647.4223,Outer
Greenwich - Middle Park and Sutcliffe,E05000224,13350,2850,8350,2100,24.0,22.3,250000,36.9718,0.9013347759999999,2.3,69.7,4045.5,25.5,29.6,34.25788955,Boris,541020.5584,174456.1533,Outer
Greenwich - Peninsula,E05000225,18700,3350,14000,1350,30.6,33.0,403500,33.6657,0.615719117,4.3,144.4,4155.6,15.0,49.5,35.16972732,Ken,539753.0984,178872.3605,Outer
Greenwich - Plumstead,E05000226,16450,3750,11150,1550,55.4,41.7,202000,41.0178,0.7487249229999999,3.4,74.7,6854.2,21.6,25.2,31.12649325,Ken,545827.0695,178164.3792,Outer
Greenwich - Shooters Hill,E05000227,13250,2700,8750,1800,33.5,23.8,245000,57.1203,0.9954904170000001,2.4,44.9,3486.8,19.4,31.3,37.38250181,Ken,544224.1763,176759.7264,Outer
Greenwich - Thamesmead Moorings,E05000228,20250,5900,13300,1000,57.6,41.8,158000,55.50899999999999,0.728187437,2.6,72.8,4218.8,18.7,32.4,25.74267069,Ken,545947.8063,180180.2012,Outer
Greenwich - Woolwich Common,E05000229,17950,4800,12000,1100,57.6,41.8,186000,39.3544,0.562912866,4.0,84.7,6903.8,21.8,26.7,27.10238679,Ken,543220.1806,177783.9288,Outer
Greenwich - Woolwich Riverside,E05000230,20350,4900,14150,1300,49.0,39.4,285000,34.9285,0.523330059,4.2,113.6,6359.4,19.9,35.2,28.84182909,Ken,542593.7439,178930.3063,Outer
Hackney - Brownswood,E05000231,12150,1700,9700,750,38.2,42.7,349000,28.244,0.415198689,5.9,78.4,15187.5,14.1,51.7,35.44554455,Ken,532112.461,186974.836,Inner
Hackney - Cazenove,E05000232,13450,3900,8750,800,43.3,36.4,295000,12.8219,0.435551811,4.7,51.2,19214.3,23.5,35.6,33.94957983,Ken,534085.8333,187008.5333,Inner
Hackney - Chatham,E05000233,13550,2900,9700,950,54.4,41.3,325000,20.4732,0.357958601,5.9,130.3,15055.6,21.1,37.6,31.75694254,Ken,535439.1296,185077.8861,Inner
Hackney - Clissold,E05000234,12350,2400,9100,900,34.7,32.0,450000,12.3119,0.47265322,3.8,74.1,17642.9,14.3,53.5,38.37554832,Ken,532937.9229,185933.2203,Inner
Hackney - Dalston,E05000235,15300,2550,11800,950,44.5,40.8,400000,17.0978,0.358253031,5.7,178.9,17000.0,15.9,48.6,31.55760784,Ken,533834.7646,185049.5978,Inner
Hackney - De Beauvoir,E05000236,14400,2300,11100,1050,39.9,37.8,415000,14.2139,0.418277971,4.7,106.8,16000.0,15.6,49.8,32.9546873,Ken,533177.1493,184046.634,Inner
Hackney - Hackney Central,E05000237,12800,2300,9500,1000,52.7,40.5,356500,14.0877,0.340627279,6.8,109.1,16000.0,18.4,42.0,38.19425445,Ken,534583.191,185033.9363,Inner
Hackney - Hackney Downs,E05000238,13100,2550,9600,1000,51.7,39.5,346000,33.8347,0.424130955,5.3,81.2,13100.0,19.3,42.2,35.59298822,Ken,534436.6299,186088.6511,Inner
Hackney - Haggerston,E05000239,14600,2150,11650,850,45.6,45.9,390000,19.1006,0.322410486,5.2,326.5,12166.7,16.1,45.8,28.09178118,Ken,533591.4628,183025.4501,Inner
Hackney - Hoxton,E05000240,15800,2400,12400,1000,46.5,44.8,410000,27.6119,0.307487816,5.6,93.1,19750.0,17.7,41.7,27.13648324,Ken,532721.9911,183092.8656,Inner
Hackney - King's Park,E05000241,11350,2800,7500,1050,62.0,43.3,382500,67.6865,0.46470866899999996,3.0,84.7,6305.6,24.6,30.6,36.04782679,Ken,536442.5816,185933.4453,Inner
Hackney - Leabridge,E05000242,14250,2900,10400,1000,52.7,40.7,330000,22.9841,0.48116624399999997,4.4,79.5,12954.5,18.5,41.5,34.52023988,Ken,535224.4334,186281.8349,Inner
Hackney - Lordship,E05000243,12400,3450,7900,1050,30.5,31.4,389000,33.5712,0.46843709200000005,3.7,56.3,10333.3,24.2,40.4,38.003164,Ken,532995.1143,186881.0995,Inner
Hackney - New River,E05000244,13450,3850,8550,1050,39.3,40.2,272000,27.9832,0.408720546,4.9,74.4,13450.0,29.0,26.6,31.51515152,Ken,533091.0517,187731.0911,Inner
Hackney - Queensbridge,E05000245,14000,2400,10450,1150,44.7,38.3,355000,15.5904,0.427072758,4.2,139.4,12727.3,18.8,44.6,35.02673797,Ken,534303.0109,184082.1019,Inner
Hackney - Springfield,E05000246,12500,4050,7550,900,44.9,39.4,237500,26.4704,0.44001842,3.2,62.6,12500.0,31.7,21.9,30.9352518,Ken,534489.1071,187533.2018,Inner
Hackney - Stoke Newington Central,E05000247,12750,2000,9750,950,39.9,36.6,382500,13.3202,0.43602343600000004,5.3,112.9,18214.3,14.2,52.4,40.07357951,Ken,533596.935,186058.9005,Inner
Hackney - Victoria,E05000248,13450,2750,9700,1000,44.2,34.0,385000,20.9353,0.444700461,4.7,101.3,16812.5,19.5,41.8,32.60176088,Ken,535389.8503,184042.9418,Inner
Hackney - Wick,E05000249,12000,2550,8500,950,51.6,35.1,292500,29.5352,0.473760933,4.1,106.9,7500.0,22.8,34.4,29.82791587,Ken,536639.7867,184898.7543,Inner
Hammersmith and Fulham - Addison,E05000250,11450,1800,8750,900,27.9,44.1,517500,0.291209,0.476658916,6.4,105.7,19083.3,9.3,57.4,39.48683322,Boris,523686.7592,179435.1576,Inner
Hammersmith and Fulham - Askew,E05000251,14050,2500,10400,1150,37.0,42.5,398000,3.6067099999999996,0.51716394,3.6,84.5,17562.5,13.7,45.1,39.49828962,Ken,522105.4719,179738.1906,Inner
Hammersmith and Fulham - Avonmore and Brook Green,E05000252,12350,1550,9500,1300,35.5,52.2,441500,8.79872,0.47193565299999995,5.9,76.7,13722.2,9.3,54.5,37.52901024,Boris,524112.1636,178779.5921,Inner
Hammersmith and Fulham - College Park and Old Oak,E05000253,9850,1950,7100,850,50.0,45.7,349500,43.7794,0.43086554200000005,4.7,128.0,2897.1,23.0,31.9,34.82765491,Ken,522364.29299999995,181818.2464,Inner
Hammersmith and Fulham - Fulham Broadway,E05000254,11200,1550,8550,1150,29.9,43.9,565000,3.07907,0.47729099700000005,5.1,107.4,16000.0,14.8,47.7,36.65485681,Boris,525080.1894,177553.2958,Inner
Hammersmith and Fulham - Fulham Reach,E05000255,11500,1450,9050,1000,30.5,43.6,500000,20.9094,0.510422991,3.8,87.0,12777.8,11.7,51.6,38.4764812,Boris,523803.8399,177827.138,Inner
Hammersmith and Fulham - Hammersmith Broadway,E05000256,12050,1850,8900,1250,33.9,40.5,587500,9.43572,0.478152549,6.1,235.4,10954.5,15.0,45.3,38.35294118,Boris,523152.617,178720.2721,Inner
Hammersmith and Fulham - Munster,E05000257,10950,1750,8250,950,19.3,38.3,660000,8.51122,0.687190083,3.9,60.6,18250.0,9.7,56.9,37.24970554,Boris,524285.1793,176997.6647,Inner
Hammersmith and Fulham - North End,E05000258,12050,1500,9750,800,34.2,47.9,440000,10.6489,0.40519106,5.3,86.9,20083.3,11.2,52.6,38.86149077,Boris,524658.4726,178075.84399999998,Inner
Hammersmith and Fulham - Palace Riverside,E05000259,7500,1350,5000,1150,15.0,34.1,740000,54.7029,0.869524985,4.0,78.0,5000.0,9.9,56.2,48.00814848,Boris,524204.5031,176360.4086,Inner
Hammersmith and Fulham - Parsons Green and Walham,E05000260,10750,2000,7550,1200,17.8,38.2,1149750,9.81363,0.7620274909999999,4.9,116.5,11944.4,9.5,56.4,40.31755915,Boris,525476.6509,176742.6421,Inner
Hammersmith and Fulham - Ravenscourt Park,E05000261,10800,1900,7650,1250,26.7,37.3,623250,16.2788,0.647229716,4.2,113.1,9000.0,9.9,55.1,46.49314214,Boris,522222.5217,178931.3507,Inner
Hammersmith and Fulham - Sands End,E05000262,13050,2400,9500,1150,30.6,39.0,752500,24.9969,0.638286527,3.1,68.0,9321.4,12.8,47.6,34.81079651,Boris,525878.9938,176218.7939,Inner
Hammersmith and Fulham - Shepherd's Bush Green,E05000263,12450,1950,9500,1000,40.1,47.2,433362,9.7052,0.40958213299999996,5.6,315.8,11318.2,13.9,46.5,36.64962643,Ken,523225.6779,180129.87399999998,Inner
Hammersmith and Fulham - Town,E05000264,11150,1950,8350,850,22.7,40.5,751000,0.0,0.584465626,5.1,116.8,15928.6,9.4,57.9,37.6430376,Boris,524834.5978,176711.1677,Inner
Hammersmith and Fulham - Wormholt and White City,E05000265,13450,2950,9250,1250,50.6,45.0,415000,4.23605,0.492335258,3.1,73.4,14944.4,21.5,32.0,38.93091276,Ken,522323.2095,180587.8346,Inner
Haringey - Alexandra,E05000266,11950,2450,8200,1300,20.5,26.8,544975,52.3146,0.9980443290000001,3.0,69.7,4596.2,8.0,58.5,46.49973075,Ken,529412.0881,190517.6938,Inner
Haringey - Bounds Green,E05000267,14050,2550,10150,1300,39.8,48.5,262500,25.3331,0.587301587,4.8,84.0,10035.7,17.3,37.3,33.37405326,Ken,530124.1714,191267.0205,Inner
Haringey - Bruce Grove,E05000268,14750,3200,10250,1250,55.9,55.5,250000,4.9024,0.49753063799999997,4.4,87.5,16388.9,22.5,27.6,32.57999286,Ken,533375.0112,190024.4334,Inner
Haringey - Crouch End,E05000269,12550,2050,9300,1200,18.0,29.2,473950,14.206,0.7476780190000001,3.4,73.0,8964.3,6.4,67.0,42.05654241,Ken,529741.9304,188238.8094,Inner
Haringey - Fortis Green,E05000270,12800,2550,8800,1450,20.1,27.5,430000,24.5794,0.899473992,3.1,56.8,6400.0,9.2,58.4,41.75163399,Boris,527973.3699,189787.0109,Inner
Haringey - Harringay,E05000271,13700,2100,10550,1050,34.5,49.2,353899,45.4353,0.459696582,5.0,83.0,8562.5,14.0,46.6,34.52957148,Ken,531516.1529,188372.6081,Inner
Haringey - Highgate,E05000272,11850,1800,8650,1450,18.9,31.5,565000,42.4206,0.8057088490000001,3.9,63.7,4740.0,6.4,65.7,41.79318247,Boris,528110.0703,188048.2114,Inner
Haringey - Hornsey,E05000273,12900,2300,9500,1100,31.0,32.2,350000,14.4715,0.598272519,3.2,62.7,11727.3,13.8,51.5,38.15157116,Ken,530428.8293,189193.9839,Inner
Haringey - Muswell Hill,E05000274,10900,1900,7600,1400,16.2,26.1,766000,31.1693,0.902270703,3.2,82.9,6411.8,8.3,62.8,46.90428855,Boris,529147.1574,189144.9247,Inner
Haringey - Noel Park,E05000275,14350,2600,10550,1200,45.2,51.7,280500,11.5118,0.45612134299999996,6.0,200.1,11958.3,20.8,33.8,29.53159167,Ken,531258.2234,190088.145,Inner
Haringey - Northumberland Park,E05000276,14750,3750,9850,1150,60.9,53.5,197500,23.0025,0.452880512,4.0,117.7,7763.2,29.2,20.2,31.16455078,Ken,534459.9216,191267.0697,Inner
Haringey - St. Ann's,E05000277,15400,2750,11400,1250,45.7,54.7,308500,19.9836,0.48272693899999997,3.7,78.7,14000.0,20.4,35.2,31.73272933,Ken,532407.3057,188759.073,Inner
Haringey - Seven Sisters,E05000278,16250,4250,10800,1200,41.2,49.1,323250,23.3654,0.520252025,4.3,80.9,12500.0,24.4,29.0,35.54575786,Ken,533223.1016,188286.5474,Inner
Haringey - Stroud Green,E05000279,12000,1900,9200,900,25.9,31.3,384500,24.6237,0.564048396,3.9,54.8,10909.1,10.1,60.5,42.75138803,Ken,531024.4039,187933.1157,Inner
Haringey - Tottenham Green,E05000280,15300,3100,10950,1250,52.8,55.0,250000,10.4717,0.412151899,5.7,122.3,10928.6,22.7,29.2,30.90398652,Ken,533627.069,189135.5141,Inner
Haringey - Tottenham Hale,E05000281,16250,3600,11350,1300,57.4,53.5,230000,28.9757,0.508729569,4.3,104.4,8552.6,24.7,23.1,30.98825483,Ken,534507.5189,190096.135,Inner
Haringey - West Green,E05000282,13750,2550,9800,1350,47.8,54.6,287475,38.1854,0.5384467510000001,3.8,78.4,9821.4,23.9,30.6,34.69810832,Ken,532353.1101,189883.6627,Inner
Haringey - White Hart Lane,E05000283,13700,3450,9100,1150,52.5,44.6,230000,27.8476,0.626763485,3.3,86.9,8058.8,30.0,20.7,28.233725300000003,Ken,532746.3006,191159.7271,Inner
Haringey - Woodside,E05000284,15000,2800,10900,1300,43.2,54.2,257500,26.7861,0.55949595,4.7,79.1,10000.0,20.0,32.9,31.34146341,Ken,531369.6625,190975.5154,Inner
Harrow - Belmont,E05000285,11600,2400,7550,1600,58.7,41.6,380000,11.0317,1.5049153469999998,1.9,55.1,6444.4,15.1,36.4,38.09105548,Boris,517134.1206,190865.2997,Outer
Harrow - Canons,E05000286,13100,2450,8200,2500,48.4,40.1,360000,57.3161,1.250362995,2.7,51.9,2339.3,17.8,40.8,34.00584019,Boris,517380.5671,192938.6024,Outer
Harrow - Edgware,E05000287,12000,2400,8100,1450,65.3,56.5,330000,15.0135,1.141857335,2.9,60.8,8571.4,22.5,29.4,32.25806452,Ken,519247.2193,190770.4152,Outer
Harrow - Greenhill,E05000288,12950,2350,9250,1350,58.5,52.7,250000,7.655060000000001,0.7691998390000001,4.2,126.8,7617.6,11.7,46.0,30.14084507,Ken,515660.2959,188344.8004,Outer
Harrow - Harrow on the Hill,E05000289,12700,2650,8500,1550,52.6,44.2,308125,43.3614,1.048923679,3.2,53.0,3527.8,13.3,41.8,33.74747183,Boris,515157.0397,186799.0625,Outer
Harrow - Harrow Weald,E05000290,11650,2200,7350,2050,48.3,36.7,311250,56.3065,1.259615385,2.5,52.4,2532.6,19.4,32.3,33.5821967,Boris,514549.6923,191918.2279,Outer
Harrow - Hatch End,E05000291,10900,2000,6700,2200,43.3,33.0,418025,31.0511,1.440881764,2.2,44.4,3303.0,15.4,41.8,40.42740047,Boris,512872.0917,191403.0263,Outer
Harrow - Headstone North,E05000292,10350,1800,6750,1800,52.6,37.0,399975,49.4501,1.421288515,2.7,36.4,3136.4,12.9,43.6,38.53840418,Boris,513416.1048,189652.6028,Outer
Harrow - Headstone South,E05000293,11500,2350,7700,1450,56.5,44.2,255000,14.3604,1.084741551,3.0,39.3,7666.7,13.1,43.0,37.69162736,Ken,514327.3079,188835.4715,Outer
Harrow - Kenton East,E05000294,11500,2050,7900,1500,73.4,57.1,302500,7.24333,1.20616182,2.5,37.8,8846.2,23.4,27.6,35.71324917,Ken,518204.5789,189325.3802,Outer
Harrow - Kenton West,E05000295,11500,1950,7850,1750,72.6,51.3,376000,17.9029,1.4408823530000001,2.8,50.1,6388.9,17.9,34.1,36.00905218,Boris,516742.4596,189327.2702,Outer
Harrow - Marlborough,E05000296,12800,2750,8700,1350,62.9,51.6,274500,8.27397,0.9240947079999999,3.6,74.3,8000.0,17.1,35.5,32.42618043,Ken,515470.9189,189537.8312,Outer
Harrow - Pinner,E05000297,10250,1800,6350,2100,38.0,31.7,355000,28.6493,1.284187515,1.9,48.0,3106.1,14.7,44.3,39.84045049,Boris,511638.6728,190591.9346,Outer
Harrow - Pinner South,E05000298,10600,2200,6500,1950,40.6,29.4,470000,22.1682,1.369399185,2.2,32.6,4416.7,11.4,47.5,43.78094524,Boris,511979.8747,188671.207,Outer
Harrow - Queensbury,E05000299,12300,2550,8250,1500,75.0,57.5,331000,23.3075,1.2495185690000001,2.6,51.9,7687.5,20.8,30.5,33.85034014,Ken,518099.1314,190195.7924,Outer
Harrow - Rayners Lane,E05000300,11400,2350,7400,1650,65.5,48.0,335000,10.7434,1.284623773,3.3,38.0,7600.0,13.7,37.9,38.20063237,Boris,512652.1085,187348.9523,Outer
Harrow - Roxbourne,E05000301,13100,3150,8650,1350,66.3,48.4,235000,15.3535,0.9556737590000001,3.0,54.7,8733.3,19.2,29.2,34.46018172,Ken,513233.1415,186503.0911,Outer
