WardName,Wardcode,Pop2013,Aged0_15,Aged16_64,Aged65plus,PctBame,PctNotBornUK,MeanHousePrice2013,PctOpenSpace,CarsPerHH2011,AvgPubTransAccessibility11,CrimeRate1213,PopDensityKm2013,PctWithNoQual11,PctLev4Qual11,TurnoutMayoralElection12,Candidate,x,y,InnerOuter
Sutton - Wandle Valley,E05000571,12100,2900,8050,1100,24.8,19.8,210000,40.5182,0.9991543340000001,2.3,58.6,5761.9,23.7,21.5,26.64458829,Boris,527772.9355,166698.5662,Outer
Sutton - Worcester Park,E05000572,11950,2550,7700,1700,20.0,21.5,275000,22.2769,1.226172628,2.3,42.3,5975.0,17.2,30.8,33.76478775,Boris,523121.7369,166050.5338,Outer
Tower Hamlets - Bethnal Green North,E05000573,14250,2500,10750,950,49.4,38.7,302500,6.09831,0.35848355299999995,6.0,119.0,17812.5,22.1,40.2,34.44947569,Ken,534837.5481,183157.1842,Inner
Tower Hamlets - Bethnal Green South,E05000574,14700,2800,11200,750,64.3,45.5,281000,16.8688,0.337147216,6.7,136.0,16333.3,21.4,35.5,35.62665384,Ken,534921.7578,182289.7044,Inner
Tower Hamlets - Blackwall and Cubitt Town,E05000575,21350,3850,16450,1000,50.4,48.6,357000,42.1695,0.505893229,3.5,69.3,7116.7,14.6,50.8,27.80373832,Ken,538366.7376,179830.7949,Inner
Tower Hamlets - Bow East,E05000576,15250,2650,11500,1100,39.9,30.9,305000,30.3393,0.435481425,3.8,92.6,8026.3,21.4,42.0,31.52886445,Ken,536963.6688,183844.4343,Inner
Tower Hamlets - Bow West,E05000577,13300,2550,9700,1050,40.7,32.0,365000,43.0137,0.49610700700000004,5.3,143.9,10230.8,20.3,43.6,38.3062971,Ken,536263.7582,183208.1682,Inner
Tower Hamlets - Bromley-by-Bow,E05000578,17050,4250,11900,900,70.4,43.5,269640,11.6567,0.42318896899999997,4.2,77.0,15500.0,25.5,27.9,35.44637507,Ken,537709.7112,182369.6959,Inner
Tower Hamlets - East India and Lansbury,E05000579,15600,4150,10450,1000,63.7,39.5,260000,12.5078,0.444190911,3.4,92.4,13000.0,30.7,23.4,32.75563258,Ken,538149.1477,181470.4833,Inner
Tower Hamlets - Limehouse,E05000580,16500,3650,11900,1000,56.8,43.8,313000,23.357,0.474488189,4.4,82.3,15000.0,21.9,37.4,34.61666114,Ken,537093.2756,181023.0247,Inner
Tower Hamlets - Mile End and Globe Town,E05000581,15800,2900,11950,1000,52.6,40.6,292250,12.4268,0.388452915,5.4,89.5,17555.6,19.5,34.2,35.77139153,Ken,535721.6128,182619.8363,Inner
Tower Hamlets - Mile End East,E05000582,14250,3250,10200,800,66.0,43.5,252500,33.3949,0.41273940200000003,5.2,105.6,12954.5,23.3,31.9,34.07906445,Ken,536861.2217,182112.3328,Inner
Tower Hamlets - Millwall,E05000583,24650,4000,19750,900,47.6,52.1,375000,34.9683,0.481656039,3.3,78.6,9860.0,11.4,57.2,27.58283807,Boris,537460.693,179575.8259,Inner
Tower Hamlets - St. Dunstan's and Stepney Green,E05000584,16650,3800,11550,1350,65.2,39.8,315000,21.1826,0.449904164,4.9,75.9,16650.0,26.9,29.9,37.44535665,Ken,535854.619,181596.8914,Inner
Tower Hamlets - St. Katherine's and Wapping,E05000585,12950,1850,10300,850,37.6,41.5,449998,36.9904,0.5542531820000001,3.8,84.6,8633.3,12.3,57.8,36.30402783,Ken,534412.551,180495.6157,Inner
Tower Hamlets - Shadwell,E05000586,15450,3500,11000,950,64.4,45.1,346250,24.2494,0.436457438,5.0,75.4,15450.0,21.3,37.7,38.28763829,Ken,535404.3217,180962.4712,Inner
Tower Hamlets - Spitalfields and Banglatown,E05000587,11050,1550,8950,600,54.7,50.7,450000,1.43266,0.313846154,6.6,260.7,18416.7,17.2,44.4,31.201821999999996,Ken,533894.9902,181772.9857,Inner
Tower Hamlets - Weavers,E05000588,14150,2350,10850,950,47.9,41.2,380000,14.9729,0.332675399,5.0,172.2,17687.5,20.6,43.9,39.77031051,Ken,533974.8792,182567.732,Inner
Tower Hamlets - Whitechapel,E05000589,16100,2700,12550,850,60.2,48.8,360000,5.41255,0.329825772,6.2,127.1,17888.9,17.1,45.0,34.3373494,Ken,534551.9920000001,181394.9046,Inner
Waltham Forest - Cann Hall,E05000590,14250,3100,10100,1050,57.0,48.8,241500,5.03915,0.635926223,2.9,70.1,15833.3,19.2,30.5,31.99949348,Ken,539572.3784,186171.9979,Outer
Waltham Forest - Cathall,E05000591,13200,2850,9400,950,61.0,50.1,224500,22.6204,0.548565121,4.6,76.1,12000.0,19.3,28.6,28.27210884,Ken,538770.0099,186076.1829,Outer
Waltham Forest - Chapel End,E05000592,14500,3500,9750,1250,48.5,36.9,260000,31.1688,0.867350967,2.9,80.8,8055.6,18.7,29.3,33.02503391,Ken,537798.2493,190589.03699999998,Outer
Waltham Forest - Chingford Green,E05000593,10550,1850,6350,2350,14.7,13.1,290000,54.8751,1.143496754,2.8,75.5,2851.4,24.2,27.1,40.07594567,Boris,538871.1872,194901.0676,Outer
Waltham Forest - Endlebury,E05000594,11050,1950,7150,1950,22.4,17.5,300000,18.4931,1.2924863709999999,2.3,57.1,5525.0,23.5,24.7,37.71024735,Boris,537872.2236,193892.1179,Outer
Waltham Forest - Forest,E05000595,13100,2600,9200,1250,58.7,45.7,282498,40.3693,0.770257827,4.2,113.0,6550.0,19.3,33.3,33.27460016,Ken,538897.6471,188348.5705,Outer
Waltham Forest - Grove Green,E05000596,15150,3100,10900,1150,53.2,53.0,243350,4.31153,0.636206897,4.4,64.2,16833.3,15.7,34.8,32.03725262,Ken,538427.746,186858.1613,Outer
Waltham Forest - Hale End and Highams Park,E05000597,11950,2550,7950,1450,33.1,21.8,320000,41.3684,1.1197705,2.4,64.3,5195.7,20.0,28.9,37.8968254,Boris,538949.2249,191195.9546,Outer
Waltham Forest - Hatch Lane,E05000598,11350,2250,7250,1850,22.2,16.5,282498,37.7183,1.0958176590000002,2.4,74.7,4729.2,26.2,24.1,34.43461432,Boris,539233.0462,192847.3427,Outer
Waltham Forest - High Street,E05000599,14650,3050,10450,1150,50.7,44.4,250000,56.4193,0.580947236,4.2,178.0,4725.8,18.3,35.7,29.38646426,Ken,535586.7646,188651.2958,Outer
Waltham Forest - Higham Hill,E05000600,13850,3350,9400,1100,51.9,40.3,250000,56.6866,0.7175164470000001,2.6,66.6,4328.1,23.7,24.7,36.20380337,Ken,536033.5618,190580.0737,Outer
Waltham Forest - Hoe Street,E05000601,14400,3150,10050,1250,49.9,42.8,290500,10.5871,0.5527044489999999,5.1,95.7,13090.9,19.0,36.4,36.36917825,Ken,537695.1517,189062.3349,Outer
Waltham Forest - Larkswood,E05000602,11800,2350,7600,1850,31.2,21.8,282750,31.371,1.1087396090000001,2.8,81.1,5619.0,26.2,21.6,31.56462585,Boris,537897.2203,192482.2591,Outer
Waltham Forest - Lea Bridge,E05000603,16100,3950,10850,1300,64.8,50.4,225000,40.1349,0.649097731,3.6,103.5,6192.3,23.0,26.6,31.10261313,Ken,536458.5222,187338.5396,Outer
Waltham Forest - Leyton,E05000604,14800,3500,10150,1150,63.5,48.8,229000,27.0673,0.590551181,3.8,119.7,7400.0,21.1,28.5,28.918374600000003,Ken,537622.6298,186639.9688,Outer
Waltham Forest - Leytonstone,E05000605,13350,2250,10050,1050,47.6,42.6,303000,5.78731,0.707039337,5.4,104.6,10269.2,15.1,40.8,34.72136414,Ken,539327.0970000001,187499.0414,Outer
Waltham Forest - Markhouse,E05000606,14600,3450,9950,1150,58.2,45.8,250000,29.0364,0.630345395,3.9,82.9,9733.3,20.8,30.9,33.28305681,Ken,536581.7393,188296.2217,Outer
Waltham Forest - Valley,E05000607,11800,2450,7750,1650,38.4,25.6,265000,17.5702,1.081037277,2.5,170.9,5900.0,26.1,20.2,31.96099675,Boris,536887.2991,192296.3465,Outer
Waltham Forest - William Morris,E05000608,13650,3150,9400,1100,51.8,43.6,265000,5.3301099999999995,0.620668815,3.4,69.6,13650.0,20.4,33.6,36.75709779,Ken,536692.7125,189776.0661,Outer
Waltham Forest - Wood Street,E05000609,13850,3300,9250,1300,50.4,38.7,305000,34.4431,0.7069785129999999,3.5,77.0,7694.4,20.8,33.0,36.67195315,Ken,538769.7585,189481.8221,Outer
Wandsworth - Balham,E05000610,14850,2550,11100,1200,19.4,28.5,508750,11.7324,0.736323155,4.7,95.0,12375.0,7.1,67.6,37.77429467,Boris,528526.9623,173944.0513,Inner
Wandsworth - Bedford,E05000611,14800,2250,11400,1100,27.6,30.3,422000,47.9095,0.664645522,4.2,68.4,8222.2,9.1,61.1,38.07064656,Boris,528829.6971,172371.2808,Inner
Wandsworth - Earlsfield,E05000612,15700,2550,12050,1100,27.7,33.4,448500,16.6871,0.69027342,3.7,73.0,11214.3,11.9,53.8,34.65279129,Boris,526194.6839,172799.6502,Inner
Wandsworth - East Putney,E05000613,15400,2100,11550,1750,20.6,39.4,446500,11.0143,0.7289182590000001,4.3,51.3,9625.0,7.9,62.9,34.27565497,Boris,524277.1431,174496.5265,Inner
Wandsworth - Fairfield,E05000614,14950,2100,11800,1050,22.1,32.5,439000,11.2133,0.652393696,5.3,111.4,9966.7,8.5,62.8,34.07500261,Boris,525977.6065,174864.3389,Inner
Wandsworth - Furzedown,E05000615,15650,3350,10800,1550,43.1,36.7,315000,18.8273,0.749874013,3.1,57.1,11178.6,15.5,41.0,39.89389369,Ken,528963.5577,171142.3624,Inner
Wandsworth - Graveney,E05000616,15400,2850,11150,1400,46.4,42.4,351867,2.63951,0.587704918,5.3,96.7,15400.0,14.7,44.9,36.30728584,Ken,527829.1038,171210.7916,Inner
Wandsworth - Latchmere,E05000617,15600,3000,11250,1400,44.5,39.7,397000,12.536,0.442717584,5.6,88.2,14181.8,17.9,40.7,32.73752527,Ken,527294.7648,175972.9022,Inner
Wandsworth - Nightingale,E05000618,14750,2550,10850,1400,21.4,27.7,535000,9.45152,0.715992354,5.3,76.8,12291.7,8.9,63.0,39.51045164,Boris,527979.3591,173173.3224,Inner
Wandsworth - Northcote,E05000619,15050,3050,11000,1000,14.9,28.9,691000,34.0155,0.7513261529999999,4.9,124.1,8852.9,6.7,68.7,37.58965442,Boris,527689.5035,174796.7801,Inner
Wandsworth - Queenstown,E05000620,18300,2600,14300,1400,35.7,42.4,499000,38.5121,0.491888466,4.3,87.3,5718.8,11.9,50.0,31.83921045,Boris,528770.7942,177021.5545,Inner
Wandsworth - Roehampton,E05000621,17000,3000,12250,1700,34.5,38.6,227000,70.6166,0.623947457,3.0,77.8,3863.6,18.2,27.3,25.27126736,Ken,522352.9081,173635.5179,Inner
Wandsworth - St. Mary's Park,E05000622,16900,2450,12650,1750,28.2,38.9,525000,26.8778,0.651517108,3.5,86.6,12071.4,11.4,52.1,32.25774424,Boris,527015.9837,176536.5063,Inner
Wandsworth - Shaftesbury,E05000623,14350,2000,11150,1150,18.8,29.0,585000,2.37413,0.6433468370000001,5.0,82.5,15944.4,10.9,61.7,33.74437058,Boris,528060.6611,175647.7219,Inner
Wandsworth - Southfields,E05000624,16400,3200,11800,1350,24.4,34.8,451000,16.9813,0.732854062,3.8,76.7,10933.3,10.1,57.6,37.15376334,Boris,525277.7039,173570.71300000002,Inner
Wandsworth - Thamesfield,E05000625,15050,2450,11150,1450,12.3,31.4,542300,34.4854,0.798723016,4.7,115.7,7921.1,6.3,68.6,39.69362234,Boris,523863.0876,175531.5547,Inner
Wandsworth - Tooting,E05000626,16900,3000,12300,1550,52.7,45.4,350000,33.7128,0.6069651739999999,5.3,88.8,10562.5,14.4,42.5,36.41445783,Ken,527158.0794,171720.0739,Inner
Wandsworth - Wandsworth Common,E05000627,15700,3050,11400,1300,17.8,25.7,475000,48.1787,0.961896243,2.6,64.6,5607.1,11.0,53.9,42.44433918,Boris,526858.4542,173586.7894,Inner
Wandsworth - West Hill,E05000628,16600,3100,11950,1550,31.7,43.5,339000,31.9074,0.768289042,2.9,41.3,9764.7,14.3,45.1,32.75264874,Boris,524191.53,173245.9996,Inner
Wandsworth - West Putney,E05000629,15100,2650,10450,2000,22.9,34.4,463250,20.4993,0.804420951,2.8,58.9,8388.9,14.5,48.7,34.44026018,Boris,522805.1628,174734.7534,Inner
Westminster - Abbey Road,E05000630,11350,2000,7750,1600,35.4,56.9,862500,7.22117,0.695084485,5.4,61.8,10318.2,10.0,56.6,34.40719542,Boris,526456.4638,183348.7849,Inner
Westminster - Bayswater,E05000631,10350,1350,7950,1050,31.1,56.1,705000,3.7623300000000004,0.425713766,6.0,127.7,20700.0,7.5,61.3,32.70531401,Boris,525552.397,181346.8934,Inner
Westminster - Bryanston and Dorset Square,E05000632,12350,1350,9700,1300,37.2,61.3,805000,2.14636,0.386716225,8.0,244.4,17642.9,8.2,58.0,30.82520514,Boris,527623.7199,181669.4327,Inner
Westminster - Churchill,E05000633,10050,1950,6850,1250,39.4,44.4,580000,22.1892,0.398377549,4.7,135.1,16750.0,19.1,38.4,38.56127886,Boris,528714.297,178220.6378,Inner
Westminster - Church Street,E05000634,11900,2750,7600,1500,61.7,52.7,390000,7.60779,0.307692308,6.0,90.6,29750.0,28.1,26.4,35.20492419,Ken,527071.2117,182139.2287,Inner
Westminster - Harrow Road,E05000635,12150,2300,8850,1050,49.0,48.2,420000,3.01664,0.408831647,5.5,72.5,24300.0,18.4,39.5,33.90828776,Ken,524999.0384,182392.4687,Inner
Westminster - Hyde Park,E05000636,13000,1650,10050,1300,44.7,64.2,680000,8.87839,0.458459095,7.9,167.9,13000.0,11.1,54.7,29.13085005,Boris,526870.3722,181264.1808,Inner
Westminster - Knightsbridge and Belgravia,E05000637,9850,1100,7450,1300,30.4,59.6,3450000,69.133,0.8575476559999999,6.6,220.3,2736.1,5.7,47.8,28.08855505,Boris,527330.463,179978.4406,Inner
Westminster - Lancaster Gate,E05000638,13450,1550,10750,1150,33.7,64.6,750000,8.56246,0.366917072,7.1,184.0,22416.7,7.1,60.8,27.41067733,Boris,526018.7425,180921.6497,Inner
Westminster - Little Venice,E05000639,10800,1950,7700,1150,35.6,52.6,800099,15.4885,0.559781509,5.5,79.7,18000.0,11.5,56.5,35.67088192,Boris,526301.8876,182085.1175,Inner
Westminster - Maida Vale,E05000640,10300,1850,7500,950,37.6,49.0,699950,27.2372,0.519419643,5.3,81.6,17166.7,13.2,52.2,33.84492406,Boris,525684.3834,182764.1746,Inner
Westminster - Marylebone High Street,E05000641,10750,950,8550,1250,27.8,58.5,980000,6.1118,0.453367876,7.7,390.2,10750.0,5.8,61.5,32.95218295,Boris,528429.4526,181698.8217,Inner
Westminster - Queen's Park,E05000642,12750,2700,8850,1250,52.6,43.3,467000,4.41855,0.429739198,5.0,65.1,21250.0,22.6,30.3,35.90622429,Ken,524354.0214,182691.9357,Inner
Westminster - Regent's Park,E05000643,12250,1950,8350,1950,43.7,59.9,800500,62.2273,0.5591416020000001,5.2,85.1,5326.1,13.0,52.2,31.41263941,Boris,527596.3961,182833.3094,Inner
Westminster - St. James's,E05000644,11450,1100,9100,1300,28.8,49.0,895000,30.6853,0.420175931,7.7,1319.4,3271.4,10.7,49.9,31.47335423,Boris,529786.2874,180070.5024,Inner
Westminster - Tachbrook,E05000645,8300,900,6150,1250,21.8,41.1,540000,32.369,0.42643229200000005,6.1,59.0,20750.0,12.5,55.1,40.18427979999999,Boris,529591.4402,178259.5661,Inner
Westminster - Vincent Square,E05000646,10300,1450,7500,1300,29.3,44.6,682500,30.0372,0.434756938,6.8,98.6,14714.3,11.7,53.1,37.83247976,Boris,529719.1279,178793.7703,Inner
Westminster - Warwick,E05000647,9550,1050,7350,1150,24.0,43.9,766000,4.02236,0.47880597,6.3,176.5,15916.7,9.4,58.5,36.84210526,Boris,528952.536,178655.3201,Inner
Westminster - Westbourne,E05000648,12950,2750,9050,1200,52.8,51.5,432500,19.2394,0.36631814799999995,4.8,89.7,18500.0,22.4,35.7,29.55073057,Ken,525414.544,181807.3312,Inner
Westminster - West End,E05000649,10950,950,8800,1200,32.4,56.8,1617500,3.86991,0.40864406799999997,8.0,1798.9,5475.0,9.6,54.6,29.66524217,Boris,528919.3839,180901.99899999998,Inner
