,UUID,OBJEKTART,NAME,SPRACHCODE,E,N,"Z,,"
44571,{72FB2DE3-6B9E-4EC6-8881-462AAF2A17A8},Flurname swisstopo,Brügglimatten,Hochdeutsch inkl. Lokalsprachen,2624655,1239305,"442,,"
73705,{A1E37B97-1A54-411A-A9D3-CD5741AB8909},Flurname swisstopo,Bleike,Hochdeutsch inkl. Lokalsprachen,2645824,1190934,"1057,,"
144175,{D75D0DAB-1456-40ED-BF91-4CAA07E1C0D7},Flurname swisstopo,Weierwisen,Hochdeutsch inkl. Lokalsprachen,2675994,1263857,"478,,"
136457,{AF2706A8-F3E9-41E7-AD45-FC9AC237981F},Flurname swisstopo,Mendleweid,Hochdeutsch inkl. Lokalsprachen,2750371,1245898,"930,,"
45988,{71420153-C6BB-4AFA-8AE6-B239A329381C},Flurname swisstopo,Berg,Hochdeutsch inkl. Lokalsprachen,2588350,1217303,"482,,"
248031,{3946A030-18C3-4DE4-BC7D-EB0C217F8A9D},Flurname swisstopo,Prader Alp,Hochdeutsch inkl. Lokalsprachen,2763046,1185935,"1953,,"
135013,{DA7A1F01-F6EE-49A8-ABEE-53958C28D5B0},Flurname swisstopo,Liebegg,Hochdeutsch inkl. Lokalsprachen,2678746,1245921,"715,,"
2788,{BFD7E432-C94E-4D2A-A012-A11638CD3DCF},Gebaeude,Le Lieu Côtes de l'Etang 300m,Franzoesisch inkl. Lokalsprachen,2511744,1167532,"1034,,"
279065,{8EF7659B-072D-484F-810A-B1353F1A05C6},Flurname swisstopo,La Foussaz,Franzoesisch inkl. Lokalsprachen,2565178,1187919,"467,,"
310439,{10D55CE4-AC6D-4138-B32F-6E4CD13BE5A2},Haltestelle Bus,"Brügg BE, Möschler",Hochdeutsch inkl. Lokalsprachen,2587976,1219245,"434,"
174749,{55BC633D-26A4-4B14-9C84-89AB96FDC5EE},Flurname swisstopo,Les Rintses Dessus,Franzoesisch inkl. Lokalsprachen,2570807,1188338,"589,,"
144600,{18FA260A-D3A9-4EB9-AD12-7ADEA9590FA8},Flurname swisstopo,Spitzacher,Hochdeutsch inkl. Lokalsprachen,2688566,1242556,"575,,"
305612,{D7F68B7D-C5BD-4689-8C9D-F2CE50C7A1F6},Haltestelle Bus,"Baar, Lättichstrasse",Hochdeutsch inkl. Lokalsprachen,2683329,1228129,"454,"
159936,{B0A74260-B8C9-4675-A212-0E7D07BF760E},Flurname swisstopo,Fura,Hochdeutsch inkl. Lokalsprachen,2759900,1219242,"892,,"
287747,{2F23206A-5618-4C71-B5C6-327F49834EEB},Flurname swisstopo,Wolfegg,Hochdeutsch inkl. Lokalsprachen,2767367,1210051,"1456,,"
164967,{D7D40D35-4F91-4A1F-BB06-225E35057FD4},Lokalname swisstopo,Costa Bernardo,Italienisch inkl. Lokalsprachen,2726132,1084315,"912,,"
312243,{A6E31820-5711-48F1-9AB9-2929621E7278},Haltestelle Bus,"Langenbruck, Dürrenberg",Hochdeutsch inkl. Lokalsprachen,2624387,1245403,"702,"
14362,{2E99F11C-4D0C-4B6B-B283-FAC0E44FD4F4},Landesgrenzstein,698,k_W,2690156,1291131,"678,,"
231968,{15F988F8-8561-4BF0-9CF4-060512EDC92F},Flurname swisstopo,Prati di Ce,Italienisch inkl. Lokalsprachen,2692442,1154546,"1641,,"
85658,{009CB705-3660-499D-90AB-7689B98BABC0},Flurname swisstopo,Obri Lochmad,Hochdeutsch inkl. Lokalsprachen,2665846,1178286,"1561,,"
156379,{50096B55-A19E-48AE-A632-87D293BDF2FD},Flurname swisstopo,Hindergass,Hochdeutsch inkl. Lokalsprachen,2699810,1254277,"578,,"
117970,{F7027B06-5B16-4DD4-B201-80C016E9C38C},Flurname swisstopo,Eberschwiilerholz,Hochdeutsch inkl. Lokalsprachen,2737918,1262576,"511,,"
26663,{B9561A06-485D-4AFB-B4E0-274988DCCAB0},Huegel,Stösselbuck,Hochdeutsch inkl. Lokalsprachen,2698986,1268810,"481,,"
182488,{D480A036-8676-42EF-8F9F-37F5483035AC},Flurname swisstopo,Bächumatt,Hochdeutsch inkl. Lokalsprachen,2609810,1196955,"589,,"
309101,{5A79246F-6C34-4B06-8B6C-A18FF4ACD484},Haltestelle Bus,"Eberswil, Abzw. Lütschwil",Hochdeutsch inkl. Lokalsprachen,2737398,1262779,"491,"
221321,{6A4456E9-FFFC-422A-9C92-985A416985EB},Flurname swisstopo,La Côte,Franzoesisch inkl. Lokalsprachen,2566445,1232322,"981,,"
291501,{7DEE5AC2-DC05-4E06-9B5D-8FD3823A0D95},Flurname swisstopo,Pala Biala,Rumantsch Grischun inkl. Lokalsprachen,2724495,1182481,"1578,,"
111914,{98C84431-ED19-4524-BDEF-88DF77C92733},Flurname swisstopo,Geerwis,Hochdeutsch inkl. Lokalsprachen,2728595,1263976,"570,,"
105164,{0539E210-8E29-4958-9B74-090F79C7E069},Flurname swisstopo,Birkehof,Hochdeutsch inkl. Lokalsprachen,2737881,1266447,"526,,"
174339,{A092E254-776C-4478-93BD-C11C48499C4B},Flurname swisstopo,Schlüpfehölzli,Hochdeutsch inkl. Lokalsprachen,2583009,1187135,"666,,"
305746,{3C817218-5E47-401E-9B9D-FF305E2C8D2D},Haltestelle Bus,"La Chaux-de-Fonds, Numaga",Franzoesisch inkl. Lokalsprachen,2552465,1216182,"1007,"
263299,{2804A064-F95F-4C55-BEC6-AE34D6974053},Flurname swisstopo,Husmatt,Hochdeutsch inkl. Lokalsprachen,2649052,1237979,"497,,"
169134,{9D6C8C78-473C-4D2F-9A42-98A2AB522234},Flurname swisstopo,Marziolo,Italienisch inkl. Lokalsprachen,2717139,1099277,"463,,"
102785,{D10B0162-1D8F-4DE0-AAE6-4983583FBFAD},Flurname swisstopo,Clos de la Finatte,Franzoesisch inkl. Lokalsprachen,2582844,1252677,"531,,"
316688,{64304A84-A936-4085-A6DF-25315B9D06CB},Haltestelle Bus,"Hasliberg Goldern, Sandhubel",Hochdeutsch inkl. Lokalsprachen,2658410,1176345,"1070,"
235233,{7EFC0D76-C152-420E-BBEC-8C7B432199E4},Flurname swisstopo,Scantschalas,Rumantsch Grischun inkl. Lokalsprachen,2708034,1172091,"1259,,"
231063,{B9509FB7-0B96-4638-9DA6-434FAC456F97},Flurname swisstopo,Viale Stefano Franscini,Italienisch inkl. Lokalsprachen,2722105,1116600,"227,,"
243348,{88578C88-A82C-4533-B438-D0B8110B6219},Flurname swisstopo,Plauns Rumbenis,Rumantsch Grischun inkl. Lokalsprachen,2744241,1186782,"909,,"
226726,{F62CAA05-EDBA-4A19-9E5C-2227337BCF53},Flurname swisstopo,Büel,Hochdeutsch inkl. Lokalsprachen,2696132,1205139,"579,,"
234182,{43BC35D3-4758-4C91-B195-9A3F7D951FE5},Flurname swisstopo,Magordin,Italienisch inkl. Lokalsprachen,2714783,1159395,"1449,,"
223710,{1CEC86EC-0211-468A-8C4F-482A74F4AD8C},Flurname swisstopo,Ungerer Tröpflirain,Hochdeutsch inkl. Lokalsprachen,2606388,1255622,"515,,"
6290,{4A6C485B-729F-4763-8F8D-EF6B59CDB467},Gebaeude,Buvette Monti-Savorù,Italienisch inkl. Lokalsprachen,2724876,1123141,"1310,,"
324243,{C5F75D5B-BF3B-4A64-8F1D-133FD7872C87},Zollamt 24h 24h,Kreuzlingen Hauptzoll,Hochdeutsch inkl. Lokalsprachen,2730307,1279745,"405,,"
16601,{6938986D-5041-4C0B-93A4-AF70354558C0},Huegel,Gäissbärg,Hochdeutsch inkl. Lokalsprachen,2702085,1281663,"446,,"
204418,{D9BAEBD9-50B8-4DB0-8344-41F9879BB194},Flurname swisstopo,Hinner Tschachte,Hochdeutsch inkl. Lokalsprachen,2612872,1129405,"717,,"
78626,{82746B89-9306-4C58-BE33-4B40A9A15381},Flurname swisstopo,Hinderhuebe,Hochdeutsch inkl. Lokalsprachen,2666413,1218580,"477,,"
96252,{FA7274EB-4636-49C1-9BC9-348C1F5902DB},Lokalname swisstopo,Corte Nuovo,Italienisch inkl. Lokalsprachen,2683622,1137261,"1523,,"
67172,{0345354B-0F72-4742-8B6E-898FEEADA678},Flurname swisstopo,Ritt,Hochdeutsch inkl. Lokalsprachen,2640619,1164915,"937,,"
271713,{B8AB597B-541E-4C02-AE85-5BB114E15CA8},Flurname swisstopo,Inner Mülital,Hochdeutsch inkl. Lokalsprachen,2593284,1202205,"511,,"
300981,{43C30D33-B2CD-401B-B107-A9A52FAE704E},Haltestelle Bahn,"Wallisellen, Neugut",Hochdeutsch inkl. Lokalsprachen,2687985,1251096,"430,"
248916,{DFD15C50-7698-4DDE-B909-CA34C3FAB09B},Flurname swisstopo,Chant Pazza,Rumantsch Grischun inkl. Lokalsprachen,2825515,1191498,"1319,,"
270170,{1A197BD0-087B-4E28-8078-6289175179DC},Flurname swisstopo,Thalmatt,Hochdeutsch inkl. Lokalsprachen,2587574,1202712,"471,,"
320911,{A2709084-4186-4F23-ADBF-071491E9DF8C},Haltestelle Bus,"Chemin, Trois Limites",Franzoesisch inkl. Lokalsprachen,2572946,1104198,"1062,"
40543,{7BD286A9-9ACF-4255-99D3-937DD27CA36A},Lokalname swisstopo,Côte de Mauvernay,Franzoesisch inkl. Lokalsprachen,2542830,1158428,"852,,"
47719,{D7468A13-CF7C-43E0-BAF1-7113BF4F1C82},Flurname swisstopo,Sagiwald,Hochdeutsch inkl. Lokalsprachen,2593068,1211043,"497,,"
250181,{FEFAED92-DA4D-47E9-85A9-7F5ADC730EAA},Flurname swisstopo,Bargias,Rumantsch Grischun inkl. Lokalsprachen,2809748,1183914,"1423,,"
124229,{DF57FDAE-8AB4-43D9-812B-1D54DD62B5D2},Flurname swisstopo,Chilenbaa,Hochdeutsch inkl. Lokalsprachen,2704188,1225631,"844,,"
188429,{77FD0129-3425-4F83-B999-8AF71809489E},Flurname swisstopo,Sur le Marais,Franzoesisch inkl. Lokalsprachen,2563345,1172385,"722,,"
69066,{1D481FCB-B8D9-4906-AF14-6B1144769920},Flurname swisstopo,Mosacher,Hochdeutsch inkl. Lokalsprachen,2613786,1205206,"704,,"
319838,{C4D1D884-B752-4E7B-A014-B8F0E2258A9B},Haltestelle Bus,"Puidoux, gare",Franzoesisch inkl. Lokalsprachen,2548313,1149376,"618,"
26004,{2461B712-160D-4631-8779-4E9E5AA0DA81},Haupthuegel,Hubel,Hochdeutsch inkl. Lokalsprachen,2593969,1174510,"1322,,"
113980,{52F516A1-BB4D-4BF4-B6A3-50FB70EFF502},Flurname swisstopo,Hogger,Hochdeutsch inkl. Lokalsprachen,2735472,1263611,"549,,"
23162,{C2DD3825-D12B-4CE9-AD59-16992E1CC490},Hauptgipfel,Crap Baselgia,Rumantsch Grischun inkl. Lokalsprachen,2703086,1175524,"2737,,"
41544,{1539199E-B4FC-497A-9018-3791F6BB025E},Lokalname swisstopo,Stockenwis,Hochdeutsch inkl. Lokalsprachen,2727126,1256167,"537,,"
231646,{7E82B7A1-AF60-47DA-80C8-2D295A103943},Flurname swisstopo,Gerascia di Sotto,Italienisch inkl. Lokalsprachen,2719104,1130026,"270,,"
78618,{2881DFC3-1B7D-4444-BC6A-CC7148CF7FF1},Flurname swisstopo,Boden,Hochdeutsch inkl. Lokalsprachen,2659372,1175601,"1095,,"
310619,{79F5EA01-563E-4523-A52F-C42DD995403A},Haltestelle Bus,"Lüsslingen, Hohberg",Hochdeutsch inkl. Lokalsprachen,0,0,"432,"
131146,{6B531DD1-4CEF-4081-AD26-4F7D040B1C92},Flurname swisstopo,Saxer Höberg,Hochdeutsch inkl. Lokalsprachen,2750925,1234979,"1624,,"
73127,{29E39264-9BA2-41B4-BB0B-C35FE07515BB},Flurname swisstopo,Linde,Hochdeutsch inkl. Lokalsprachen,2625896,1181885,"994,,"
180901,{2240DD21-11B1-45F5-AB6D-E63897190802},Flurname swisstopo,Dessikofewald,Hochdeutsch inkl. Lokalsprachen,2613761,1189901,"710,,"
320557,{002C077A-5579-4999-85F2-A918C0DD6B3F},Haltestelle Bus,"Gruppaldo, cappella",Italienisch inkl. Lokalsprachen,2700825,1112080,"400,"
7493,{816F8E6C-1097-4A6C-BBC2-CD13A485F221},"Grotte, Hoehle",Tor,Hochdeutsch inkl. Lokalsprachen,2680165,1193115,"2086,"
291762,{2718863C-57DA-4B2D-A95D-6C55944902ED},Flurname swisstopo,Baselgia Viglia,Rumantsch Grischun inkl. Lokalsprachen,2762207,1172402,"1309,,"
59089,{8EEB7EBD-C8BE-464C-ADD8-8F5787065222},Flurname swisstopo,Haut de Chemin,Franzoesisch inkl. Lokalsprachen,2590788,1241930,"517,,"
311418,{52AEC0FC-DDA0-4DEB-A949-FA884A1E39C1},Haltestelle Bus,"Wallisellen, Zielacker",Hochdeutsch inkl. Lokalsprachen,2688025,1252182,"455,"
275309,{017F67BD-DB34-48CA-8759-4D2DB7ADB62D},Flurname swisstopo,Weidmoos,Hochdeutsch inkl. Lokalsprachen,2612667,1221111,"469,,"
222035,{489199B5-6290-4EA8-9E90-9C88B2F638F7},Flurname swisstopo,Les Bourguillards,Franzoesisch inkl. Lokalsprachen,2565583,1207206,"457,,"
124892,{789EE305-8FE5-4A2A-A7C5-C97548F8566F},Lokalname swisstopo,Bondro,Italienisch inkl. Lokalsprachen,2740322,1128273,"1761,,"
58662,{132575A8-DC7A-4CAE-AF96-E7B773DEC589},Flurname swisstopo,Pleutene,Hochdeutsch inkl. Lokalsprachen,2594427,1225487,"437,,"
147872,{E8BFA70A-8DFC-4D72-B2BA-2C82C97B02EC},Flurname swisstopo,Förli,Hochdeutsch inkl. Lokalsprachen,0,0,"539,,"
233478,{BD51E1AF-4957-4B44-A0D9-743A3A4AC773},Flurname swisstopo,Vaèl,Italienisch inkl. Lokalsprachen,2702816,1147550,"1175,,"
36786,{129E38F7-B242-41D4-BD20-D7863A7F8A78},Lokalname swisstopo,Gmeinenboden,Hochdeutsch inkl. Lokalsprachen,2643496,1165907,"1518,,"
221094,{8D2A5535-5CD2-4C72-B5D7-899ABEE0A361},Lokalname swisstopo,Raafli,Hochdeutsch inkl. Lokalsprachen,2620291,1160425,"1142,,"
26936,{CDBEC0B6-D44A-4889-83A3-0A6123D25CFE},Huegel,Chappelerberg,Hochdeutsch inkl. Lokalsprachen,2675567,1219834,"680,,"
266886,{9042C4FE-9852-4995-A5C7-25F8E4D564C0},Flurname swisstopo,Bolle,Italienisch inkl. Lokalsprachen,2707729,1142382,"886,,"
250088,{02335C02-3CE8-4926-8614-8ACD48110AC7},Flurname swisstopo,Mundaditsch,Rumantsch Grischun inkl. Lokalsprachen,2809877,1185141,"1859,,"
60022,{5AE8D77D-6989-4200-B5EE-2F8257C4B854},Flurname swisstopo,Montagne de Valbert,Franzoesisch inkl. Lokalsprachen,2572642,1245532,"723,,"
102431,{FE17BBF0-6E78-4138-9298-2A6BFDEDFB73},Flurname swisstopo,Les Poirchets,Franzoesisch inkl. Lokalsprachen,2586728,1238278,"831,,"
51789,{8004CD20-0254-419B-8210-771C9C6B2C83},Flurname swisstopo,Mülirain,Hochdeutsch inkl. Lokalsprachen,2630280,1242681,"460,,"
109080,{85501778-2C0C-4DC3-A921-BA86B339F82B},Flurname swisstopo,Stockete,Hochdeutsch inkl. Lokalsprachen,2714572,1260898,"509,,"
232119,{D05FD88A-17AA-4A58-9F5F-78B4881CE57C},Flurname swisstopo,Mött di Sopra,Italienisch inkl. Lokalsprachen,2692475,1138867,"1390,,"
266667,{BC5B2F6C-E316-4D56-98F5-EDC7B5A7820F},Flurname swisstopo,Praverzago,Italienisch inkl. Lokalsprachen,2720509,1079195,"341,,"
266468,{F3C923AD-2F01-45E6-9FB5-DF2963C649C0},Flurname swisstopo,In Scarèuro,Italienisch inkl. Lokalsprachen,2723887,1121274,"416,,"
221200,{5615FA64-7566-4095-9752-B056796A37A5},Flurname swisstopo,Roches Brisées,Franzoesisch inkl. Lokalsprachen,2572163,1239642,"649,,"
119352,{D8A97FE7-1D15-4929-AF9C-69147C0BD352},Flurname swisstopo,Joossetbärg,Hochdeutsch inkl. Lokalsprachen,2679895,1285648,"520,,"
160142,{EAD4DB60-0D46-4CFB-BC96-4CEC67E49CAA},Flurname swisstopo,Chumma,Hochdeutsch inkl. Lokalsprachen,2758951,1222483,"911,,"
165196,{5689537A-0B48-48DE-A118-C29394FB818C},Flurname swisstopo,Palü dal Lägh,Italienisch inkl. Lokalsprachen,2774159,1142190,"1797,,"
26275,{3B7BD30A-0E9B-432D-8336-6C23E7927425},Haupthuegel,Büelen,Hochdeutsch inkl. Lokalsprachen,2718833,1218467,"1260,,"
6313,{88D29989-511A-4576-8382-F5A0B5E37CD4},Gebaeude,Observatoire de Lausanne,Franzoesisch inkl. Lokalsprachen,2537545,1153758,"594,,"
286457,{D49E653F-6FAF-4053-BF94-56990F03C557},Flurname swisstopo,Sut la Crusch,Rumantsch Grischun inkl. Lokalsprachen,2750687,1176786,"1153,,"
73479,{5A28D9F7-F740-4A30-93CF-EDEBB7818985},Flurname swisstopo,Rinderrain,Hochdeutsch inkl. Lokalsprachen,2665680,1187061,"1165,,"
134502,{09C453B2-2DAC-4F4B-BF92-34CF1AA00FBC},Flurname swisstopo,Hämmeren,Hochdeutsch inkl. Lokalsprachen,0,0,"1044,,"
84800,{75CF0A86-4504-4D6E-BB2A-D0ACB839926F},Flurname swisstopo,Köbibode,Hochdeutsch inkl. Lokalsprachen,2616938,1156075,"814,,"
277551,{4F45BE82-811A-4883-9114-2D841307C197},Flurname swisstopo,Büelhölzli,Hochdeutsch inkl. Lokalsprachen,2605719,1183279,"612,,"
60407,{851A6AE1-B0F8-4B26-AB73-ECF4AB928DF3},Flurname swisstopo,Pâturage de Sacy,Franzoesisch inkl. Lokalsprachen,2591516,1241818,"515,,"
286736,{36BDCF39-995B-4306-9FBA-36BC5DFD38F7},Flurname swisstopo,Rezi,Hochdeutsch inkl. Lokalsprachen,2757820,1171783,"1349,,"
268381,{BC7B3666-8E6B-463D-8CA0-464B51E60042},Flurname swisstopo,Under Chalchtare,Hochdeutsch inkl. Lokalsprachen,2642202,1218106,"609,,"
8889,{7CB30430-E8D2-43A7-A407-5A951981F52E},Landesgrenzstein,108.E,k_W,2716783,1077771,"368,,"
247585,{BB551900-CFA4-421B-851F-5B7CEC82A668},Flurname swisstopo,Peita,Hochdeutsch inkl. Lokalsprachen,2775219,1191065,"2080,,"
16173,{BF2357D1-1B04-4FC1-9398-33D7C576FC81},Huegel,Geissberg,Hochdeutsch inkl. Lokalsprachen,2754782,1220600,"670,,"
238840,{7CB7D3EF-5002-4F22-B842-5E99D1C654AD},Flurname swisstopo,Quadras Sut,Rumantsch Grischun inkl. Lokalsprachen,2733799,1176006,"1108,,"
85267,{25991800-967F-4240-85DC-A4048F5240CA},Flurname swisstopo,Raubers Matta,Hochdeutsch inkl. Lokalsprachen,2616628,1156123,"813,,"
3041,{21E77BB1-350F-4E1E-A771-E252EB450ED3},Gebaeude,Restaurant Kienberg,Hochdeutsch inkl. Lokalsprachen,2758263,1242790,"821,,"
172038,{22908586-8066-4CB4-A8F0-3C8834FEF078},Flurname swisstopo,Noline,Italienisch inkl. Lokalsprachen,2714351,1098692,"400,,"
43063,{C60A1E42-8F23-4F3B-A880-0EFCAD7636DB},Lokalname swisstopo,Tsable au Perru,Franzoesisch inkl. Lokalsprachen,2589853,1112185,"1775,,"
270206,{E0FF1B04-C1ED-4CC2-AB79-1FBD1CDAF72A},Flurname swisstopo,Sous les Barres,Franzoesisch inkl. Lokalsprachen,2596858,1236653,"575,,"
36937,{F8D68D21-17D8-49C5-BDBD-362B4BB7D705},Lokalname swisstopo,Forêt de St-Martin,Franzoesisch inkl. Lokalsprachen,2601100,1113943,"1795,,"
37279,{B8D14D19-8CA2-49C5-BA5A-FC2A6E89699E},Lokalname swisstopo,Ruedersbalm,Hochdeutsch inkl. Lokalsprachen,2677659,1205499,"434,,"
173857,{3023684D-2B99-4DA8-9A00-58A9ED09801F},Flurname swisstopo,Rebacher,Hochdeutsch inkl. Lokalsprachen,2582636,1204703,"474,,"
246300,{5CA666EE-2379-4D5C-A0F6-8844AA2CCE06},Flurname swisstopo,Calondis,Hochdeutsch inkl. Lokalsprachen,2776876,1201701,"1737,,"
306075,{3EA262D5-A9AB-4AE7-90AE-8127CDC3B95D},Haltestelle Bus,"Tarasp, Villa Maria",Rumantsch Grischun inkl. Lokalsprachen,2816769,1185496,"1339,"
181918,{D55FA8E4-86F4-4731-8A0B-A8CA6E2BF53F},Flurname swisstopo,Rain,Hochdeutsch inkl. Lokalsprachen,2601629,1194575,"757,,"
174258,{877E50CD-9E1C-470B-9431-BDA0F3127EE6},Flurname swisstopo,Sous la Faye,Franzoesisch inkl. Lokalsprachen,2555854,1186800,"478,,"
142009,{4E1DF149-890E-41D1-8C37-14C6520838E8},Flurname swisstopo,Tüfelschanzler,Hochdeutsch inkl. Lokalsprachen,2706655,1255315,"664,,"
136842,{0DF5F174-04B4-4ADF-8856-DA0DDDA6DAB9},Flurname swisstopo,Rain,Hochdeutsch inkl. Lokalsprachen,2673701,1248080,"471,,"
285739,{E1BE8A1A-C40B-459B-8A70-FC2FD928AC6E},Flurname swisstopo,Marchmatte,Hochdeutsch inkl. Lokalsprachen,2607407,1259421,"323,,"
96649,{153A4816-9CDE-4A86-B01B-7FFCEC385E07},Flurname swisstopo,Giselmatt,Hochdeutsch inkl. Lokalsprachen,2691306,1217358,"738,,"
102863,{52BC2EEE-C71F-47E7-8CF2-3F254626149E},Flurname swisstopo,Rière chez Boira,Franzoesisch inkl. Lokalsprachen,2585752,1239455,"690,,"
8214,{F2FAAF1A-DD2B-4C64-BDDF-A319CFA6F19A},Landesgrenzstein,593.3,k_W,2567875,1241023,"888,,"
234018,{32B70D7A-9A00-446C-8273-BEFB8420CC10},Flurname swisstopo,Tecc Büsc,Italienisch inkl. Lokalsprachen,2714113,1152485,"1370,,"
29613,{A3916900-B183-4D19-8345-F9FE36F454AF},Lokalname swisstopo,Le Sé Blanc,Franzoesisch inkl. Lokalsprachen,2567659,1110768,"1104,,"
192567,{B5ED02CC-5EA5-47F9-97D7-731A7F529650},Flurname swisstopo,Dachbode,Hochdeutsch inkl. Lokalsprachen,2597629,1161294,"1591,,"
54781,{2D9EF278-4182-42F2-A428-467F8A6F4B2A},Flurname swisstopo,Vorderi Wältschimatt,Hochdeutsch inkl. Lokalsprachen,2594282,1251804,"794,,"
126665,{9BA174E1-B241-49D9-904D-AD9ED86AB879},Flurname swisstopo,Gassächer,Hochdeutsch inkl. Lokalsprachen,2703586,1252799,"650,,"
263048,{7407CDEE-D281-4791-9ABA-51BE1B5BE014},Flurname swisstopo,Chlein Wasserscheidi,Hochdeutsch inkl. Lokalsprachen,2780560,1190004,"2574,,"
158571,{5F2410A2-DD05-40D2-85C5-4926E9C220D1},Flurname swisstopo,Hinder Buechwald,Hochdeutsch inkl. Lokalsprachen,2716988,1232211,"445,,"
51305,{780D3980-305A-40EC-B64D-8082B04D7622},Flurname swisstopo,Alphöchi,Hochdeutsch inkl. Lokalsprachen,2623483,1241199,"814,,"
99827,{F2F2D635-C95D-4ACD-AC5B-C3017C1A252F},Flurname swisstopo,Stolte,Hochdeutsch inkl. Lokalsprachen,2635370,1263530,"407,,"
128453,{7FE2070C-AEB8-4940-A2BA-B82F3FF733DB},Flurname swisstopo,Tüfböden,Hochdeutsch inkl. Lokalsprachen,2744237,1204188,"1866,,"
221886,{ECBC8A42-ABED-41C4-B5FD-44D8E3390B09},Flurname swisstopo,Longs Prés,Franzoesisch inkl. Lokalsprachen,2563712,1211784,"775,,"
240561,{7B8554EF-F6A7-41C9-B0B5-97F9C1B6DA83},Flurname swisstopo,Rossboda,Hochdeutsch inkl. Lokalsprachen,2735360,1170642,"2124,,"
292802,{C6AF7780-69F9-4969-80D6-132AF26E4986},Flurname swisstopo,Schwendli,Hochdeutsch inkl. Lokalsprachen,2594024,1171385,"1373,,"
313098,{0CA77DF9-7FE8-4DB9-83A8-204C9A9B86EE},Haltestelle Bus,"Stetten AG, Klosterfeld",Hochdeutsch inkl. Lokalsprachen,2665390,1249936,"375,"
89655,{5FC26839-28FC-412A-B232-CE8EB9C81218},Flurname swisstopo,Schattemätteli,Hochdeutsch inkl. Lokalsprachen,2643434,1206092,"867,,"
253231,{851B0070-FA15-4294-9B6C-BFA6C2F7B064},Flurname swisstopo,Schindligen,Hochdeutsch inkl. Lokalsprachen,2723747,1206194,"575,,"
313870,{55D99543-3EBD-4F63-A3F8-0FE67E591219},Haltestelle Bus,"Dürnten, Oberdürnten",Hochdeutsch inkl. Lokalsprachen,2707568,1237454,"566,"
252269,{CCA672C1-CE7D-4232-B828-26B9FA35A3D2},Flurname swisstopo,Färig,Hochdeutsch inkl. Lokalsprachen,2729134,1217490,"1397,,"
67905,{3B76F5B5-99B4-4733-A5DF-E4CABAA05D0D},Flurname swisstopo,Bielacher,Hochdeutsch inkl. Lokalsprachen,2658279,1255188,"387,,"
22386,{AC4946A3-8F14-4FCC-8BB7-C7AA5FAC30C2},Hauptgipfel,Combin du Meitin,Franzoesisch inkl. Lokalsprachen,2587635,1087305,"3626,,"
308000,{C530482E-9F75-48E2-8AD9-AF2CD96C5CF4},Haltestelle Bus,"Grenchen, Rebhalde",Hochdeutsch inkl. Lokalsprachen,2596734,1227655,"485,"
68371,{E314D5A5-3AF0-42C7-A5C4-EF2022FD0A9A},Flurname swisstopo,Gygenweng,Hochdeutsch inkl. Lokalsprachen,2651982,1172214,"2118,,"
262609,{460295D3-85C5-4B84-B242-851ADCB50068},Flurname swisstopo,Inneri Bünten,Hochdeutsch inkl. Lokalsprachen,2659048,1263437,"362,,"
71508,{1C067293-5A3A-4A77-8ED7-E98515C319F7},Flurname swisstopo,Im Tobel,Hochdeutsch inkl. Lokalsprachen,2658059,1235469,"491,,"
199015,{00805FFD-EF96-4550-AA5D-D184061EFCEA},Lokalname swisstopo,Gix,Franzoesisch inkl. Lokalsprachen,2558608,1150860,"748,,"
161829,{37247D07-EE56-42D6-88CC-3485B05A1872},Flurname swisstopo,Grange-Bonnet,Franzoesisch inkl. Lokalsprachen,2503209,1116971,"424,,"
284401,{DB797E9C-B733-466C-967D-80E199C98ACA},Flurname swisstopo,Friggemad,Hochdeutsch inkl. Lokalsprachen,2754601,1234574,"441,,"
147325,{A2915869-0BA2-4E47-AAE6-A68AA9C5618B},Flurname swisstopo,Dorfhalde,Hochdeutsch inkl. Lokalsprachen,2743085,1220813,"455,,"
6535,{73027B9E-C04B-4AB5-8CB8-C6C270265249},Gebaeude,Osservatorio Astronomico Monte Lema,Italienisch inkl. Lokalsprachen,2708299,1099814,"1582,,"
85934,{42C90AD9-CE06-457A-B5C6-54780E53A149},Flurname swisstopo,Telltirain,Hochdeutsch inkl. Lokalsprachen,2668825,1163009,"1888,,"
104382,{70D5E8E7-9CD9-4916-AAF9-DAF092A52943},Flurname swisstopo,Rosweid,Hochdeutsch inkl. Lokalsprachen,2609735,1205422,"658,,"
10223,{0A43B57A-6145-491B-B3AC-549DAF9A3E54},Landesgrenzstein,95,k_W,2510499,1170541,"1202,,"
217902,{58185440-C86D-404C-84D9-07849B5C42ED},Flurname swisstopo,Contre la Reuse,Franzoesisch inkl. Lokalsprachen,2575390,1092564,"1203,,"
180926,{209E83C6-2011-4DF0-A71E-03056F395DE3},Flurname swisstopo,Moseri,Hochdeutsch inkl. Lokalsprachen,2616377,1189441,"1067,,"
38342,{3F767E12-DCBE-4A08-940B-2958794B7778},Lokalname swisstopo,Pré d'Oyon,Franzoesisch inkl. Lokalsprachen,2561956,1130084,"388,,"
90294,{02408266-F8AA-4A1B-8F05-0AE5605D9210},Flurname swisstopo,Vorderi Meri,Hochdeutsch inkl. Lokalsprachen,2617788,1149051,"1174,,"
