0.6,411323.926267,638109.95062
0.6,411652.85096,637716.819843
0.6,412241.568662,637899.557298
0.6,412639.691275,638425.996841
0.6,412919.813909,638983.826198
0.6,413152.102327,639242.643499
0.6,413856.672644,639145.174067
0.6,414662.211508,638731.150759
0.6,415428.697175,637809.93485
0.6,415990.423841,636208.814956
0.6,414711.628381,636204.3588
0.6,414713.941369,635511.492908
0.6,415471.668442,635056.700865
0.6,417681.326565,635699.020656
0.6,419050.741486,635528.120149
0.6,423368.127325,632446.833274
0.6,423372.168073,631686.047034
0.6,423029.680519,630950.606753
0.6,423139.138488,630140.560558
0.6,423584.87984,629332.305678
0.6,424251.291319,628575.119961
0.6,423392.342741,627886.657377
0.6,423396.38148,627125.876236
0.6,423942.750556,626771.052285
0.6,425166.747487,625614.024017
0.6,425171.090753,624853.246428
0.6,424647.239007,623876.643324
0.6,424963.7967,623344.051911
0.6,425598.235677,622976.344663
0.6,426043.137919,622507.976693
0.6,426328.7215,621178.271109
0.6,426599.899026,613716.852992
0.6,426495.61425,612633.911978
0.6,426179.1555,610811.570533
0.6,426131.129473,610213.525552
0.6,426121.347369,609248.899568
0.6,426517.481134,606823.985996
0.6,428104.257996,603962.703313
0.6,428292.270927,602007.601349
0.6,428218.125883,601481.828812
0.6,428097.347272,600973.87666
0.6,427914.33348,600497.236174
0.6,427674.349197,600033.834229
0.6,427405.565183,599203.465295
0.6,427526.40344,598470.606477
0.6,427781.542314,597765.758629
0.6,427925.749321,597033.05724
0.6,428290.80195,595740.23601
0.6,429095.523105,594504.63804
0.6,430565.725565,592902.372185
0.6,430055.392322,591436.222668
0.6,430383.668675,590754.660242
0.6,431011.820573,590165.766128
0.6,431421.164299,589041.060369
0.6,431247.551829,587939.440048
0.6,430824.022794,586985.532241
0.6,430540.43534,586009.981558
0.6,430815.358011,584861.665035
0.6,431924.292311,583162.260322
0.6,432233.542605,582362.960147
0.6,432468.918216,579960.105814
0.6,433047.062051,577596.014891
0.6,433286.01102,576895.893003
0.6,433534.222441,576703.027305
0.6,434363.080517,576337.989838
0.6,434600.943375,576149.631687
0.6,434699.520186,575833.410385
0.6,434922.254189,574924.944589
0.6,435992.05463,572121.312258
0.6,436582.698857,571120.803001
0.6,436918.559924,570131.850173
0.6,437221.595024,568726.043299
0.6,437653.78298,567461.717372
0.6,438387.241053,566924.53112
0.6,438603.391303,566613.929933
0.6,440409.033387,564727.915329
0.6,440904.353413,563536.916001
0.6,440970.465475,562858.267206
0.6,440860.30692,562363.675662
0.6,440835.165149,561688.725753
0.6,440930.675999,559212.602362
0.6,441101.368552,558226.986384
0.6,441566.671194,557837.296577
0.6,441403.962073,556807.871351
0.6,445328.561622,543007.152525
0.6,446736.119899,539516.596599
0.6,449020.82655,536561.147155
0.6,450019.662554,535833.952157
0.6,453442.818577,534337.921621
0.6,453452.585505,533509.351564
0.6,452138.632561,533494.054602
